address,code,name,storeType
新北市新店區北新路三段150號,F07,新店北新特約服務中心,特約服務中心
新北市鶯歌區國慶街93號,F16,鶯歌服務中心,直營服務中心
新北市鶯歌區建國路193號,F16,鶯歌建國特約服務中心,特約服務中心
基隆市七堵區崇智街2-5號,C02,七堵服務中心,直營服務中心
新北市板橋區漢生東路133號,F14,漢生服務中心,直營服務中心
新北市板橋區文化路二段51,F14,板橋新埔服務中心,直營服務中心
新北市三峽區大學路168號,F15,北大服務中心,直營服務中心
新北市三峽區復興路172號,F15,三峽復興服務中心,直營服務中心
新北市三峽區民權街36號,F15,三峽服務中心,直營服務中心
新北市板橋區四維路229號,F14,板橋四維服務中心,直營服務中心
新北市板橋區三民路2段171號,F14,板橋三民服務中心,直營服務中心
新北市板橋區民族路166號,F14,板橋服務中心,直營服務中心
新北市板橋區府後街1號,F14,府中服務中心,直營服務中心
新北市板橋區雙十路二段70巷2號,F14,江翠服務中心,直營服務中心
新北市板橋區中山路二段281號,F14,板橋中山特約服務中心,特約服務中心
新北市板橋區四川路一段263號,F14,板橋四川特約服務中心,特約服務中心
新北市板橋區篤行路三段66號,F14,板橋篤行特約服務中心,特約服務中心
新北市板橋區文化路二段392號,F14,板橋華江特約服務中心,特約服務中心
新北市板橋區南雅南路一段7號,F14,板橋南雅特約服務中心,特約服務中心
新北市板橋區文化路一段296號,F14,板橋文化特約服務中心,特約服務中心
新北市板橋區中正路218,F14,板橋中正特約服務中心,特約服務中心
新北市樹林區中華路144號,F17,樹林中華服務中心,直營服務中心
新北市樹林區樹新路15號,F17,樹林服務中心,直營服務中心
新北市樹林區中山路一段172號,F17,樹林中山特約服務中心,特約服務中心
新北市土城區裕民路73號,F19,海山捷運服務中心,直營服務中心
新北市土城區延和路201號,F19,土城延和服務中心,直營服務中心
新北市土城區青雲路136號,F19,土城服務中心,直營服務中心
新北市中和區景平路476號,F18,景安捷運服務中心,直營服務中心
新北市中和區中山路三段117,F18,環球服務中心,直營服務中心
新北市土城區金城路三段38號,F19,土城金城特約服務中心,特約服務中心
新北市土城區裕民路35號,F19,土城裕民特約服務中心,特約服務中心
新北市土城區中央路二段140號,F19,土城中央特約服務中心,特約服務中心
新北市中和區中和路138號,F18,中和南山服務中心,直營服務中心
新北市中和區景平路155號,F18,南勢角服務中心,直營服務中心
新北市中和區連城路94號,F18,連城服務中心,直營服務中心
新北市中和區中和路430號,F18,中和永安特約服務中心,特約服務中心
新北市中和區中和路33號,F18,中和中和特約服務中心,特約服務中心
新北市瑞芳區中正路65號2樓,F21,瑞芳服務中心,直營服務中心
新北市雙溪區中華路107號,F23,雙溪服務中心,直營服務中心
新北市中和區員山路188號,F18,中和員山特約服務中心,特約服務中心
新北市中和區興南路一段51號,F18,中和興南特約服務中心,特約服務中心
新北市萬里區瑪鍊路16號,F26,萬里服務中心,直營服務中心
新北市金山區金包里街1號,F25,金山服務中心,直營服務中心
新北市貢寮區長泰路18號,F24,貢寮服務中心,直營服務中心
新北市汐止區忠孝東路286號,F28,站前服務中心,直營服務中心
新北市汐止區福德一路264號,F28,汐止福德服務中心,直營服務中心
新北市汐止區仁愛路12號,F28,汐止服務中心,直營服務中心
新北市汐止區大同路二段346號,F28,汐止大同特約服務中心,特約服務中心
新北市汐止區中興路161號,F28,汐止中興特約服務中心,特約服務中心
宜蘭縣宜蘭市東港路46號,G01,宜蘭服務中心,直營服務中心
宜蘭縣宜蘭市神農路一段170號,G01,宜大服務中心,直營服務中心
宜蘭縣宜蘭市中山路三段105號,G01,宜蘭中山特約服務中心,特約服務中心
宜蘭縣宜蘭市神農路一段123號,G01,宜蘭神農特約服務中心,特約服務中心
宜蘭縣礁溪鄉礁溪路四段128號,G03,礁溪服務中心,直營服務中心
宜蘭縣頭城鎮民鋒路15號,G02,頭城服務中心,直營服務中心
宜蘭縣羅東鎮公正路112號,G06,羅東服務中心,直營服務中心
宜蘭縣羅東鎮興東路129號,G06,羅東興東特約服務中心,特約服務中心
宜蘭縣羅東鎮中正南路65之3號,G06,羅東中正南特約服務中心,特約服務中心
宜蘭縣羅東鎮中正路82號,G06,羅東中正特約服務中心,特約服務中心
宜蘭縣冬山鄉冬山路一段879號,G08,冬山服務中心,直營服務中心
宜蘭縣三星鄉中山路26號,G10,三星服務中心,直營服務中心
宜蘭縣蘇澳鎮中山路一段220號,G09,蘇澳服務中心,直營服務中心
桃園市大溪區慈湖路78號,H02,大溪服務中心,直營服務中心
桃園市中壢區日新路49號,H03,中原服務中心,直營服務中心
桃園市中壢區龍東路471號,H03,龍東服務中心,直營服務中心
桃園市中壢區忠孝路65,H03,內壢忠孝服務中心,直營服務中心
桃園市中壢區新生路133號,H03,中壢新生服務中心,直營服務中心
桃園市中壢區健行路124號,H03,中壢健行服務中心,直營服務中心
桃園市楊梅區大成路167號,H04,楊梅服務中心,直營服務中心
桃園市楊梅區中興路19號,H04,楊梅埔心特約服務中心,特約服務中心
桃園市中壢區中山路152號,H03,中壢服務中心,直營服務中心
桃園市中壢區興仁路一段188號,H03,內壢服務中心,直營服務中心
桃園市中壢區中正路322號,H03,中壢中正特約服務中心,特約服務中心
桃園市中壢區健行路255號,H03,中壢龍岡特約服務中心,特約服務中心
桃園市中壢區中華路一段228號,H03,內壢中華特約服務中心,特約服務中心
桃園市中壢區環中東路212之2號,H03,中壢環中特約服務中心,特約服務中心
桃園市中壢區中山東路二段39號,H03,中壢中原特約服務中心,特約服務中心
桃園市中壢區元化路325號,H03,中壢元化特約服務中心,特約服務中心
桃園市蘆竹區南崁路128號,H05,蘆竹服務中心,直營服務中心
桃園市蘆竹區大竹路442號,H05,大竹服務中心,直營服務中心
桃園市大園區航站南路15號,H06,桃園機場服務中心,直營服務中心
(第一航廈入境管制區,H06,第一航廈入境管制區,直營服務中心
桃園市桃園區大業路一段353號,H01,大業服務中心,直營服務中心
桃園市桃園區龍安街107號,H01,龍安服務中心,直營服務中心
桃園市蘆竹區福祿五街6號,H05,南崁服務中心,直營服務中心
桃園市蘆竹區中正路138號,H05,南崁中正特約服務中心,特約服務中心
桃園市蘆竹區南崁路329號,H05,桃園南崁特約服務中心,特約服務中心
桃園市大園區新興路42號,H06,大園服務中心,直營服務中心
桃園市大園區國際機場第一航廈出境大廳,H06,桃園機場服務中心,直營服務中心
桃園市大園區國際機場第一航廈入境大廳,H06,第一航廈出境,直營服務中心
桃園市大園區國際機場第二航廈一樓入境大廳,H06,桃園機場服務中心,直營服務中心
桃園市大園區國際機場第二航廈三樓出境大廳,H06,第一航廈入境,特約服務中心
桃園市桃園區桃鶯路157號,H01,桃鶯服務中心,直營服務中心
桃園市桃園區中正路417號,H01,桃園夜市服務中心,直營服務中心
桃園市桃園區大有路455號,H01,大有服務中心,直營服務中心
桃園市桃園區復興路189號,H01,桃園服務中心,直營服務中心
桃園市桃園區宏昌六街237號,H01,中平服務中心,直營服務中心
桃園市桃園區大興西路二段8號,H01,桃園大興特約服務中心,特約服務中心
桃園市桃園區成功路一段30號,H01,桃園成功特約服務中心,特約服務中心
桃園市桃園區中正路645號,H01,桃園中正特約服務中心,特約服務中心
桃園市桃園區中正路1200號,H01,桃園藝文特約服務中心,特約服務中心
桃園市龍潭區中正路194巷25號,H09,龍潭服務中心,直營服務中心
桃園市龍潭區北龍路106號,H09,龍潭北龍特約服務中心,特約服務中心
桃園市龜山區中興路359號,H07,龜山服務中心,直營服務中心
桃園市龜山區復興一路310號,H07,龜山長庚服務中心,直營服務中心
桃園市龜山區文化二路81-1,H07,龜山文化特約服務中心,特約服務中心
桃園市新屋區電信街10號,H11,新屋服務中心,直營服務中心
桃園市平鎮區南豐路95號,H10,山仔頂服務中心,直營服務中心
桃園市平鎮區德育路二段175號,H10,平鎮服務中心,直營服務中心
桃園市復興區中正路70號,H13,復興服務中心,直營服務中心
桃園市八德區介壽路一段894號,H08,八德大湳服務中心,直營服務中心
桃園市八德區介壽路一段199號,H08,八德服務中心,直營服務中心
桃園市八德區介壽路二段1194號,H08,八德更寮腳特約服務中心,特約服務中心
桃園市觀音區中山路38號,H12,觀音服務中心,直營服務中心
桃園市平鎮區中豐路山頂段183號,H10,平鎮中豐特約服務中心,特約服務中心
桃園市八德區桃鶯路109號,H08,八德桃鶯特約服務中心,特約服務中心
桃園市八德區介壽路一段1013號,H08,八德介壽特約服務中心,特約服務中心
新竹市中正路105號,I01,新竹服務中心,直營服務中心
新竹市林森路22號,I01,林森服務中心,直營服務中心
新竹市北區中正路233號,I01,新竹中正特約服務中心,特約服務中心
新竹市北區湳雅街8號1樓,I01,新竹湳雅特約服務中心,特約服務中心
新竹市北區西大路465號,I01,新竹西大特約服務中心,特約服務中心
新竹市東區建新路112號,I02,建新服務中心,直營服務中心
新竹市東區園區一路99號,I02,科園服務中心,直營服務中心
新竹市東區西大路322號,I02,西門服務中心,直營服務中心
新竹市東區民生路168號,I02,民生服務中心,直營服務中心
新竹市光復路一段354巷1弄7號1樓,I02,關新服務中心,直營服務中心
新竹市東區光復路一段117號,I02,新竹竹科特約服務中心,特約服務中心
新竹市東區南大路333號,I02,新竹南大特約服務中心,特約服務中心
新竹市東區光復路二段330號,I02,新竹光復特約服務中心,特約服務中心
新竹市香山區中華路五段2號,I03,新竹香山特約服務中心,特約服務中心
新竹縣竹東鎮杞林路68號,J02,竹東服務中心,直營服務中心
新竹縣竹東鎮長春路三段122號,J02,竹東長春特約服務中心,特約服務中心
新竹縣竹東鎮長春路三段221-2號,J02,竹東長春二特約服務中心,特約服務中心
新竹縣竹東鎮東林路9,J02,竹東東林特約服務中心,特約服務中心
新竹縣湖口鄉中央街20號,J06,湖口服務中心,直營服務中心
新竹縣湖口鄉中山路二段148號,J06,湖口中山特約服務中心,特約服務中心
新竹縣新埔鎮中正路208號,J04,新埔服務中心,直營服務中心
新竹縣關西鎮正義路53號,J03,關西服務中心,直營服務中心
新竹縣竹北市縣政九路136號,J05,竹北服務中心,直營服務中心
新竹縣竹北市博愛街426-1號,J05,博愛服務中心,直營服務中心
新竹縣竹北市中正西路33號,J05,竹北中正西特約服務中心,特約服務中心
新竹縣竹北市自強南路57號,J05,竹北六家特約服務中心,特約服務中心
新竹縣竹北市光明六路111號,J05,竹北光明特約服務中心,特約服務中心
新竹縣竹北市中正東路283號,J05,竹北中正特約服務中心,特約服務中心
新竹縣新豐鄉建興路一段201巷9-1號,J09,新豐服務中心,直營服務中心
新竹縣新豐鄉新興路167之5號,J09,新豐新興特約服務中心,特約服務中心
新竹縣北埔鄉北埔街107號,J12,北埔服務中心,直營服務中心
苗栗縣苗栗市中正路560號,K01,苗栗服務中心,直營服務中心
苗栗縣苗栗市中正路1053號,K01,苗栗中正特約服務中心,特約服務中心
苗栗縣苗栗市府前路155號,K01,苗栗府前特約服務中心,特約服務中心
苗栗縣苑裡鎮忠勇街17號,K02,苑裡服務中心,直營服務中心
苗栗縣苑裡鎮中山路112號,K02,苑裡中山特約服務中心,特約服務中心
苗栗縣銅鑼鄉郵電街31號,K05,銅鑼服務中心,直營服務中心
苗栗縣三義鄉中正路138號,K06,三義服務中心,直營服務中心
苗栗縣公館鄉館南村館南160之2號,K04,公館服務中心,直營服務中心
苗栗縣通霄鎮中正路74-2號,K03,通霄服務中心,直營服務中心
苗栗縣竹南鎮和平街81-2號,K09,和平服務中心,直營服務中心
苗栗縣頭份鎮民族路739號,K09,竹南服務中心,直營服務中心
苗栗縣竹南鎮立達街1號,K09,竹南延平特約服務中心,特約服務中心
苗栗縣頭份鎮和平路70號,K10,頭份服務中心,直營服務中心
苗栗縣頭份鎮中正路200號,K10,頭份中正特約服務中心,特約服務中心
苗栗縣頭份市建國路182號,K10,頭份建國特約服務中心,特約服務中心
苗栗縣後龍鎮三民路110號,K12,後龍服務中心,直營服務中心
苗栗縣南庄鄉中正路147之1號,K14,南庄服務中心,直營服務中心
苗栗縣大湖鄉民族路105號,K15,大湖服務中心,直營服務中心
苗栗縣三灣鄉中正路225號,K13,三灣服務中心,直營服務中心
苗栗縣卓蘭鎮中山路140號,K16,卓蘭服務中心,直營服務中心
台中市西區精誠路105-8號,L03,台中公益服務中心,直營服務中心
台中市西區美村路一段685號,L03,美村服務中心,直營服務中心
台中市西區市府路37號,L03,南台中服務中心,直營服務中心
