address,code,name,storeType
台中市西區精誠路29號,L03,台中精誠特約服務中心,特約服務中心
台中市西區忠明南路421號,L03,台中忠明特約服務中心,特約服務中心
台中市西區向上路一段379號,L03,台中向上特約服務中心,特約服務中心
台中市西區英才路429,L03,台中英才特約服務中心,特約服務中心
、431號,L03,台中美村特約服務中心,特約服務中心
台中市西區美村路一段158號,L03,台中柳川特約服務中心,特約服務中心
台中市南區學府路73,L04,台中學府服務中心,直營服務中心
、75號,L04,工學服務中心,直營服務中心
台中市南區工學路82號,L04,台中大慶特約服務中心,特約服務中心
台中市南區復興路一段319-20號,L04,台中國光特約服務中心,特約服務中心
台中市東區十甲路450號,L02,十甲服務中心,直營服務中心
台中市北區學士路187號,L05,學士服務中心,直營服務中心
台中市北區中清路一段561號,L05,曉明服務中心,直營服務中心
台中市北區中清路一段347號,L05,北台中服務中心,直營服務中心
台中市東區精武東路89,L02,太平精武東特約服務中心,特約服務中心
、91號,L02,台中復興特約服務中心,特約服務中心
台中市北區進化路322號,L05,力行服務中心,直營服務中心
台中市北區崇德路一段462號,L05,台中崇德特約服務中心,特約服務中心
台中市北區育才北路46-3號,L05,台中中友特約服務中心,特約服務中心
台中市南屯區黎明路二段147之1號,L07,黎明服務中心,直營服務中心
台中市南屯區東興路二段62號,L07,台中東興服務中心,直營服務中心
台中市南屯區文心路一段351號,L07,文心服務中心,直營服務中心
台中市南屯區黎明路一段975號,L07,南屯服務中心,直營服務中心
台中市南屯區忠勇路36之1號,L07,台中嶺東特約服務中心,特約服務中心
台中市南屯區黎明路二段456號,L07,台中黎明二特約服務中心,特約服務中心
、458號,L07,台中南屯特約服務中心,特約服務中心
台中市南屯區南屯路二段200號,L07,台中五權特約服務中心,特約服務中心
台中市北屯區東山路一段212,L08,東山服務中心,直營服務中心
台中市北屯區崇德路三段165號,L08,崇德服務中心,直營服務中心
台中市南屯區五權西路二段687-1號,L07,台中東興特約服務中心,特約服務中心
台中市北屯區中清路二段713號,L08,中清服務中心,直營服務中心
台中市北屯區北屯路208之5號,L08,台中北屯服務中心,直營服務中心
台中市北屯區崇德路二段201號,L08,崇德捷運服務中心,直營服務中心
台中市北屯區文心路四段995號,L08,台中北屯特約服務中心,特約服務中心
台中市北屯區北平路三段46號,L08,台中北平特約服務中心,特約服務中心
台中市西屯區大墩路932號,L06,大墩服務中心,直營服務中心
台中市北屯區昌平路一段109號,L08,台中昌平特約服務中心,特約服務中心
台中市北屯區松竹路二段208號1樓,L08,台中松竹特約服務中心,特約服務中心
台中市北屯區東山路一段308號,L08,台中東山特約服務中心,特約服務中心
台中市東勢區本街244號,L10,東勢服務中心,直營服務中心
台中市東勢區豐勢路337號,L10,東勢豐勢特約服務中心,特約服務中心
台中市西屯區台灣大道四段1238號,L06,台中永安服務中心,直營服務中心
台中市西屯區西屯路二段104號,L06,惠來服務中心,直營服務中心
台中市西屯區逢甲路230號,L06,逢甲服務中心,直營服務中心
台中市西屯區福雅路128巷58號,L06,永福服務中心,直營服務中心
台中市大甲區順天路159號,L11,大甲服務中心,直營服務中心
台中市豐原區中山路412號,L09,豐原中山服務中心,直營服務中心
台中巿西屯區福星路332號,L06,台中福星特約服務中心,特約服務中心
台中市西屯區西屯路三段166之78號,L06,台中中科特約服務中心,特約服務中心
台中市西屯區中清路89號1樓,L06,台中水湳特約服務中心,特約服務中心
台中市大甲區中山路二段183號,L11,日南服務中心,直營服務中心
台中市大甲區興安路8號,L11,大甲經國特約服務中心,特約服務中心
台中市大甲區光明路18號,L11,大甲光明特約服務中心,特約服務中心
台中市豐原區豐西街21號,L09,豐原服務中心,直營服務中心
台中市豐原區中正路114號,L09,豐原中正特約服務中心,特約服務中心
台中市豐原區中正路618號,L09,豐原成功特約服務中心,特約服務中心
台中市豐原區南陽路352號,L09,豐原南陽特約服務中心,特約服務中心
台中市豐原區向陽路280號,L09,豐原向陽特約服務中心,特約服務中心
台中市西屯區福雅路111-1,L06,台中福雅特約服務中心,特約服務中心
~113號,L06,台中河南特約服務中心,特約服務中心
台中市西屯區河南路二段303號,L06,台中西屯特約服務中心,特約服務中心
台中市清水區中山路79號,L12,清水服務中心,直營服務中心
台中市清水區中山路158號,L12,清水中山特約服務中心,特約服務中心
台中市沙鹿區中山路205號,L13,沙鹿中山服務中心,直營服務中心
台中市神岡區中山路505號,L15,神岡社口特約服務中心,特約服務中心
台中市清水區中華路438,L12,清水中華特約服務中心,特約服務中心
台中市沙鹿區成功東街94號,L13,沙鹿服務中心,直營服務中心
臺中市沙鹿區中航路1段168號,L13,台中機場服務中心,直營服務中心
台中市沙鹿區沙田路148號,L13,台中航空站內,特約服務中心
台中市沙鹿區中山路375號,L13,沙鹿沙田特約服務中心,特約服務中心
台中市梧棲區大智路二段197號,L14,梧棲服務中心,直營服務中心
台中市后里區甲后路一段641號,L16,后里服務中心,直營服務中心
台中市大雅區民興街59號,L17,民興服務中心,直營服務中心
台中市大雅區神林南路182號,L17,大雅服務中心,直營服務中心
台中市大雅區中清南路292號,L17,大雅中清特約服務中心,特約服務中心
台中市潭子區潭興路三段40號,L18,潭子服務中心,直營服務中心
台中市潭子區頭張路一段1號,L18,潭子頭張特約服務中心,特約服務中心
台中市潭子區中山路二段482之2號,L18,潭子中山特約服務中心,特約服務中心
台中市烏日區中山路一段402號,L23,明道服務中心,直營服務中心
台中市烏日區三民街212號,L23,烏日服務中心,直營服務中心
台中市大肚區榮華街3號,L24,大肚服務中心,直營服務中心
台中市龍井區國際街126號,L25,國際服務中心,直營服務中心
台中巿龍井區新興路13之1號,L25,台中東海特約服務中心,特約服務中心
台中市霧峰區中正路933號,L26,霧峰服務中心,直營服務中心
台中市太平區樹孝路25號,L27,太平服務中心,直營服務中心
台中市太平區太平路577號,L27,永豐服務中心,直營服務中心
台中市太平區中興東路1號,L27,太平中興特約服務中心,特約服務中心
台中市大里區國光路二段735號,L28,國光服務中心,直營服務中心
台中市大里區成功路463號,L28,塗城服務中心,直營服務中心
台中市和平區中正路90號,L29,梨山服務中心,直營服務中心
台中市太平區東平路620號,L27,太平東平特約服務中心,特約服務中心
台中市大里區大智路727號,L28,大里服務中心,直營服務中心
台中市大里區中興路二段376號,L28,大里中興二特約服務中心,特約服務中心
台中市大里區中興路二段596號,L28,大里大明特約服務中心,特約服務中心
台中市大里區中興路一段247號,L28,大里中興特約服務中心,特約服務中心
南投縣南投市民族路160號,M01,南投服務中心,直營服務中心
南投縣南投市光華路7號,M01,中興服務中心,直營服務中心
南投縣南投市南崗三路26號,M01,南崗服務中心,直營服務中心
南投縣南投市中山一街6號,M01,仁壽服務中心,直營服務中心
南投縣南投市三和三路15號,M01,南投三和特約服務中心,特約服務中心
