address,city,county,lonlat,name,storeType
南崁路102號,桃園市,蘆竹區,"121.2956774,25.0459596",蘆竹南崁加盟服務中心,加盟
大竹路426-2號1樓,桃園市,蘆竹區,"121.2648612,25.020619",蘆竹大竹加盟服務中心,加盟
民族街94-1號,苗栗縣,竹南鎮,"120.87853419999999,24.6861053",苗栗竹南店,直營
延平路173號,苗栗縣,竹南鎮,"120.8738878,24.6909379",竹南延平加盟服務中心,加盟
中正路102號,苗栗縣,頭份市,"120.9078586,24.6848896",頭份中正加盟服務中心,加盟
中華路993號1樓,苗栗縣,頭份市,"120.906985,24.6857821",頭份中華加盟服務中心,加盟
中北街70-1號,苗栗縣,後龍鎮,"120.7882054,24.6152207",苗栗後龍加盟服務中心,加盟
通西里四鄰中正路36號一樓,苗栗縣,通霄鎮,"120.6812439,24.4901643",通霄中正加盟服務中心,加盟
和平路136號1樓,苗栗縣,苑裡鎮,"120.6534238,24.4416328",苑裡和平加盟服務中心,加盟
府前路138號,苗栗縣,苗栗市,"120.8177638,24.5601705",苗栗府前加盟服務中心,加盟
中正路551號一樓,苗栗縣,苗栗市,"120.8208812,24.5578935",苗栗中正加盟服務中心,加盟
中正路910號1樓,苗栗縣,苗栗市,"120.815677,24.5513285",苗栗南苗加盟服務中心,加盟
台灣大道一段139號,臺中市,中區,"120.6826929,24.1395735",臺中中正店,直營
復興路四段218之5號,臺中市,東區,"120.688493,24.136536",臺中德安加盟服務中心,加盟
東門里旱溪西路一段223號,臺中市,東區,"120.6987132,24.1328623",臺中旱溪西加盟服務中心,加盟
復興路一段452號,臺中市,南區,"120.65771940000002,24.1167705",臺中復興店,直營
台中路168號,臺中市,南區,"120.6845359,24.1308718",臺中臺中加盟服務中心,加盟
復興路一段307號1樓,臺中市,南區,"120.653338,24.1138259",臺中大慶加盟服務中心,加盟
美村南路42號1樓,臺中市,南區,"120.6670119,24.1178373",臺中南平加盟服務中心,加盟
英才路458號,臺中市,西區,"120.66608359999998,24.152634",臺中英才店,直營
向上路一段374號,臺中市,西區,"120.656199,24.1469639",臺中向上加盟服務中心,加盟
五權路36之2號1樓,臺中市,西區,"120.669803,24.1437584",臺中五權加盟服務中心,加盟
三民路三段194-1號,臺中市,北區,"120.68570249999993,24.1527332",臺中三民店,直營
漢口路四段34號,臺中市,北區,"120.67439999999999,24.16672",臺中漢口店,直營
三民路三段50-1號1樓,臺中市,北區,"120.6829958,24.1468414",臺中三民加盟服務中心,加盟
學士路202號1樓,臺中市,北區,"120.681136,24.160087",臺中學士加盟服務中心,加盟
中清路一段383號,臺中市,北區,"120.674157,24.163306",臺中大雅加盟服務中心,加盟
東山路一段219-10號,臺中市,北屯區,"120.71432520000008,24.1738366",臺中東山店,直營
中清路二段331號,臺中市,北屯區,"120.6682412,24.1788314",臺中水湳加盟服務中心,加盟
東山路一段290號1樓,臺中市,北屯區,"120.7197506,24.1757413",臺中東山加盟服務中心,加盟
北屯路182-1號,臺中市,北屯區,"120.6950198,24.1655421",臺中北屯加盟服務中心,加盟
昌平路一段384號,臺中市,北屯區,"120.690625,24.175131",臺中昌平加盟服務中心,加盟
松強里松竹路二段398號1樓,臺中市,北屯區,"120.68867,24.182273",臺中松竹加盟服務中心,加盟
文心路四段613號,臺中市,北屯區,"120.685696,24.172338",臺中文心加盟服務中心,加盟
西平里逢甲路171號1樓,臺中市,西屯區,"120.6424669,24.1777646",臺中逢甲加盟服務中心,加盟
河南路二段423號1樓,臺中市,西屯區,"120.643794,24.170528",西屯河南加盟服務中心,加盟
西屯路二段35之3號,臺中市,西屯區,"120.6603068,24.1640707",西屯漢口加盟服務中心,加盟
逢福里河南路二段306號1樓,臺中市,西屯區,"120.648212,24.174622",臺中河南加盟服務中心,加盟
大墩路915號1樓,臺中市,西屯區,"120.650481,24.156987",臺中大墩加盟服務中心,加盟
福雅里西屯路三段153號1樓,臺中市,西屯區,"120.621712,24.186342",西屯中科加盟服務中心,加盟
大墩路284號,臺中市,南屯區,"120.65013599999997,24.1436249",臺中新大墩店,直營
黎明路一段1131號1樓,臺中市,南屯區,"120.6382417,24.140426",臺中黎明加盟服務中心,加盟
永春南路39號,臺中市,南屯區,"120.6121068,24.138247",臺中嶺東加盟服務中心,加盟
黎明路2段291號1樓,臺中市,南屯區,"120.63541,24.14888",臺中南屯加盟服務中心,加盟
東平路610號,臺中市,太平區,"120.721074,24.1338532",太平東平加盟服務中心,加盟
太平路672號,臺中市,太平區,"120.7110267,24.1269197",太平中興加盟服務中心,加盟
中山路3段198號1樓,臺中市,太平區,"120.716888,24.148787",太平中山加盟服務中心,加盟
中興路111-9號,臺中市,太平區,"120.715474,24.1269149",南太平中興加盟服務中心,加盟
新城里樹孝路38號1樓,臺中市,太平區,"120.7166158,24.1509856",太平樹孝加盟服務中心,加盟
中山路4段104號1樓,臺中市,太平區,"120.7050684,24.148288",臺中太平加盟服務中心,加盟
大明路198號,臺中市,大里區,"120.68457560000002,24.115373",臺中大里店,直營
塗城路685號,臺中市,大里區,"120.7009207,24.0887623",大里塗城加盟服務中心,加盟
中興路2段379-1號1樓,臺中市,大里區,"120.6898271,24.1116049",大里中興加盟服務中心,加盟
益民路二段228號一樓,臺中市,大里區,"120.684057,24.1095799",大里益民加盟服務中心,加盟
中興路1段293號1樓,臺中市,大里區,"120.691431,24.09147",臺中大里加盟服務中心,加盟
中正路888號,臺中市,霧峰區,"120.6986233,24.0638559",霧峰中正加盟服務中心,加盟
豐東路116-1號,臺中市,豐原區,"120.72995300000002,24.247496",臺中豐原店,直營
圓環東路450號,臺中市,豐原區,"120.725742,24.245886",豐原圓環東加盟服務中心,加盟
中正路246號,臺中市,豐原區,"120.716815,24.252095",豐原廟東加盟服務中心,加盟
中正路561號,臺中市,豐原區,"120.7085556,24.2501255",豐原中正二加盟服務中心,加盟
三豐路三段961號1樓,臺中市,后里區,"120.7222984,24.2782126",臺中后里加盟服務中心,加盟
豐勢路357號1樓,臺中市,東勢區,"120.8295666,24.254037",臺中東勢加盟服務中心,加盟
勝利路283號,臺中市,潭子區,"120.700604,24.2132276",潭子勝利加盟服務中心,加盟
民生路一段237號,臺中市,大雅區,"120.6517798,24.2279951",大雅民生加盟服務中心,加盟
中清南路284號1樓,臺中市,大雅區,"120.6451045,24.2261302",大雅中清加盟服務中心,加盟
中山路554號,臺中市,神岡區,"120.6841169,24.2466311",神岡社口加盟服務中心,加盟
大東里沙田路2段552號,臺中市,大肚區,"120.5459832,24.1491051",臺中大肚加盟服務中心,加盟
鎮南路二段605號,臺中市,沙鹿區,"120.55978479999999,24.2342635",臺中沙鹿店,直營
成功東街97號1樓,臺中市,沙鹿區,"120.564219,24.242017",沙鹿成功加盟服務中心,加盟
